"MSSubClass","MSZoning","LotArea","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","Fence","SalePrice"
20,"RL",8339,"IR1","Lvl","NAmes","1Fam","1Story",5,7,1959,1959,"MetalSd","MetalSd",0,"TA","Slab","TA","TA","Unf",0,"Unf",0,0,"TA","Y",882,0,882,0,1,0,3,1,"TA",5,"Typ",0,"TA","Attchd",1959,"RFn",1,294,"TA","TA","Y",0,0,"MnPrv",106500
30,"RL",7446,"Reg","Lvl","BrkSide","1Fam","1Story",4,5,1941,1950,"WdShing","Wd Shng",0,"TA","CBlock","TA","TA","Rec",266,"Unf",522,788,"TA","Y",788,0,788,0,1,0,2,1,"TA",4,"Typ",2,"TA","Attchd",1949,"RFn",0,0,"TA","TA","Y",0,0,"GdWo",100000
50,"RL",10134,"Reg","Lvl","OldTown","1Fam","1.5Fin",5,6,1940,1950,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Unf",0,"Unf",735,735,"Gd","Y",735,299,1034,0,1,0,2,1,"TA",5,"Typ",0,"Gd","Detchd",1940,"Unf",1,240,"TA","TA","Y",0,39,"MnPrv",109000
20,"RL",9571,"Reg","Lvl","Edwards","1Fam","1Story",5,6,1956,1956,"Wd Sdng","Wd Sdng",0,"TA","CBlock","TA","TA","BLQ",739,"Unf",405,1144,"TA","Y",1144,0,1144,1,1,0,3,1,"TA",6,"Typ",0,"Gd","Attchd",1956,"Unf",1,596,"TA","TA","Y",44,0,"MnPrv",129000
20,"RL",7200,"Reg","Low","CollgCr","1Fam","1Story",5,5,1972,1972,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Rec",777,"Unf",117,894,"TA","Y",894,0,894,0,1,0,2,1,"TA",6,"Typ",0,"TA","Detchd",1985,"RFn",2,600,"TA","TA","Y",215,0,"MnPrv",123000
60,"RL",7590,"Reg","Lvl","NAmes","1Fam","2Story",5,5,1962,1962,"VinylSd","VinylSd",288,"TA","CBlock","TA","TA","ALQ",540,"Unf",324,864,"TA","Y",876,936,1812,0,2,0,4,1,"TA",8,"Typ",1,"TA","Attchd",1962,"RFn",1,264,"TA","TA","Y",0,168,"MnPrv",169500
30,"RM",8967,"Reg","Lvl","IDOTRR","1Fam","1Story",5,2,1920,1950,"MetalSd","MetalSd",0,"TA","BrkTil","Fa","Po","Unf",0,"Unf",961,961,"Gd","Y",1077,0,1077,0,1,0,2,1,"TA",6,"Maj2",0,"Gd","Detchd",1920,"Unf",1,338,"Po","Po","N",0,0,"MnPrv",67000
60,"FV",8125,"Reg","Lvl","Somerst","1Fam","2Story",7,5,2006,2007,"CemntBd","CmentBd",100,"Gd","PConc","Gd","TA","GLQ",812,"Unf",280,1092,"Ex","Y",1112,438,1550,1,2,0,2,1,"Gd",7,"Typ",0,"Gd","Attchd",2007,"Fin",2,438,"TA","TA","Y",0,168,"GdPrv",241000
120,"RL",14963,"IR2","Lvl","Veenker","TwnhsE","1Story",8,5,1996,1996,"BrkFace","BrkFace",0,"Gd","PConc","Gd","TA","GLQ",786,"Unf",474,1260,"Ex","Y",1288,0,1288,1,1,1,1,1,"Ex",4,"Typ",2,"Gd","Attchd",1996,"Fin",2,500,"TA","TA","Y",120,30,"GdPrv",245500
20,"RL",8767,"IR1","Lvl","CollgCr","1Fam","1Story",7,5,2005,2005,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","GLQ",24,"Unf",1286,1310,"Ex","Y",1310,0,1310,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,400,"TA","TA","Y",0,0,"MnPrv",164990
30,"RL",10200,"Reg","Lvl","Sawyer","1Fam","1Story",5,8,1940,1997,"Wd Sdng","Wd Sdng",0,"TA","PConc","TA","TA","Unf",0,"Unf",672,672,"Ex","Y",672,0,672,0,1,0,2,1,"TA",4,"Typ",0,"Gd","Detchd",1940,"Unf",1,240,"TA","TA","N",168,0,"GdPrv",108000
60,"RL",12090,"Reg","Lvl","NoRidge","1Fam","2Story",8,5,1998,1998,"VinylSd","VinylSd",650,"Gd","PConc","Gd","TA","Unf",0,"Unf",1141,1141,"Gd","Y",1165,1098,2263,0,2,1,4,1,"Gd",10,"Typ",1,"TA","BuiltIn",1998,"Fin",2,420,"TA","TA","Y",144,123,"MnPrv",258000
60,"RL",10364,"IR1","Lvl","Gilbert","1Fam","2Story",6,5,1995,1996,"MetalSd","MetalSd",0,"TA","PConc","Gd","TA","Unf",0,"Unf",806,806,"Gd","Y",806,766,1572,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1995,"Fin",2,373,"TA","TA","Y",0,40,"MnPrv",168000
20,"RL",9991,"IR1","Lvl","Sawyer","1Fam","1Story",4,4,1976,1993,"Plywood","Plywood",0,"TA","CBlock","TA","TA","BLQ",1116,"Unf",165,1281,"Ex","Y",1620,0,1620,1,2,0,3,1,"TA",8,"Min1",1,"TA","Attchd",1993,"Unf",2,490,"TA","TA","Y",120,78,"GdWo",150000
50,"RL",10480,"Reg","Lvl","SWISU","1Fam","1.5Fin",6,5,1936,1950,"MetalSd","MetalSd",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",1064,1064,"Ex","Y",1166,0,1639,0,1,0,3,1,"TA",6,"Maj2",0,"Gd","Detchd",1936,"Unf",1,240,"TA","TA","Y",0,0,"MnPrv",115000
70,"RL",15576,"Reg","Lvl","Crawfor","1Fam","2Story",6,7,1915,1976,"Wd Sdng","Plywood",0,"TA","BrkTil","Gd","TA","Unf",0,"Unf",840,840,"Ex","Y",840,840,1680,0,2,0,4,1,"TA",8,"Typ",0,"Gd","Attchd",1960,"Unf",1,308,"TA","TA","Y",0,0,"MnPrv",177000
60,"RL",14154,"Reg","Lvl","NridgHt","1Fam","2Story",7,5,2006,2006,"VinylSd","VinylSd",350,"Gd","PConc","Ex","Gd","Unf",0,"Unf",1063,1063,"Ex","Y",1071,1101,2172,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2006,"RFn",3,947,"TA","TA","Y",192,62,"GdPrv",280000
60,"FV",10800,"Reg","Lvl","Somerst","1Fam","2Story",8,5,2007,2008,"VinylSd","VinylSd",100,"Gd","PConc","Ex","TA","GLQ",789,"Unf",245,1034,"Ex","Y",1050,1028,2078,1,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2008,"Fin",3,836,"TA","TA","Y",0,102,"MnPrv",339750
20,"RL",9571,"Reg","Lvl","Edwards","1Fam","1Story",5,3,1958,1958,"BrkComm","Brk Cmn",0,"TA","CBlock","TA","Fa","Unf",0,"Unf",1276,1276,"TA","Y",1276,0,1276,0,1,0,3,1,"TA",5,"Mod",0,"Gd","Attchd",1958,"Unf",1,350,"TA","TA","Y",0,0,"GdPrv",60000
190,"RL",34650,"Reg","Bnk","Gilbert","2fmCon","1Story",5,5,1955,1955,"Wd Sdng","Wd Sdng",0,"TA","CBlock","TA","TA","Rec",1056,"Unf",0,1056,"TA","N",1056,0,1056,1,1,0,3,1,"TA",5,"Typ",0,"Gd","Attchd",1955,"Fin",2,572,"TA","TA","Y",264,0,"MnPrv",145000
20,"FV",4403,"IR2","Lvl","Somerst","1Fam","1Story",7,5,2009,2009,"MetalSd","MetalSd",432,"Ex","PConc","Ex","TA","GLQ",578,"Unf",892,1470,"Ex","Y",1478,0,1478,1,2,1,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2009,"Fin",2,484,"TA","TA","Y",0,144,"GdPrv",222000
30,"RM",8960,"Reg","Lvl","OldTown","1Fam","1Story",5,6,1927,1950,"WdShing","Wd Shng",0,"TA","CBlock","TA","TA","Unf",0,"Unf",1008,1008,"Gd","Y",1028,0,1028,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1927,"Unf",2,360,"TA","TA","Y",0,0,"GdWo",115000
60,"RL",11228,"IR2","Lvl","SawyerW","1Fam","2Story",7,5,1993,1993,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","BLQ",50,"GLQ",499,1080,"Ex","Y",1080,1017,2097,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd",1993,"Unf",3,678,"TA","TA","Y",196,187,"GdPrv",228000
20,"RL",8899,"IR1","Lvl","Gilbert","1Fam","1Story",7,5,2007,2007,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","GLQ",24,"Unf",1316,1340,"Ex","Y",1340,0,1340,0,2,0,3,1,"Gd",6,"Typ",0,"Gd","Attchd",2007,"Fin",2,396,"TA","TA","Y",100,30,"GdPrv",181134
60,"RL",7844,"Reg","Lvl","Sawyer","1Fam","2Story",6,7,1978,1978,"HdBoard","HdBoard",203,"TA","CBlock","TA","TA","ALQ",209,"Unf",463,672,"TA","Y",672,728,1400,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Fin",2,440,"TA","TA","Y",0,0,"MnPrv",149500
70,"RL",22420,"IR1","Lvl","Crawfor","1Fam","2Story",6,6,1918,1950,"Wd Sdng","Stucco",0,"TA","BrkTil","Gd","TA","BLQ",1128,"Unf",242,1370,"TA","N",1370,1254,2624,1,2,1,4,1,"TA",10,"Typ",1,"Gd","Detchd",1918,"Unf",3,864,"TA","TA","N",0,0,"MnPrv",239000
50,"RL",8160,"Reg","Lvl","Edwards","1Fam","1.5Fin",5,6,1940,1950,"MetalSd","MetalSd",0,"TA","BrkTil","TA","TA","ALQ",312,"Unf",444,756,"Fa","N",756,378,1134,1,1,1,3,1,"TA",7,"Typ",0,"Gd","Detchd",1940,"Unf",1,240,"TA","TA","P",0,0,"MnPrv",126000
20,"RL",8450,"Reg","Lvl","NAmes","1Fam","1Story",5,6,1968,1968,"VinylSd","VinylSd",0,"TA","CBlock","TA","TA","BLQ",775,"Unf",281,1056,"Ex","Y",1056,0,1056,1,1,0,3,1,"TA",6,"Typ",1,"Fa","Attchd",1968,"Unf",1,304,"TA","TA","Y",0,85,"GdWo",142000
90,"RM",7060,"Reg","Lvl","Mitchel","Duplex","SFoyer",7,5,1997,1998,"VinylSd","VinylSd",200,"TA","PConc","Gd","Gd","GLQ",1309,"Unf",35,1344,"Ex","Y",1344,0,1344,2,2,0,2,2,"TA",8,"Typ",0,"TA","Attchd",1997,"Fin",4,784,"TA","TA","Y",0,0,"MnPrv",206300
20,"RL",16635,"IR1","Lvl","NWAmes","1Fam","1Story",6,7,1977,2000,"CemntBd","CmentBd",126,"Gd","CBlock","Gd","TA","ALQ",1246,"Unf",356,1602,"Gd","Y",1602,0,1602,0,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd",1977,"Fin",2,529,"TA","TA","Y",240,0,"MnPrv",215000
20,"RL",21750,"Reg","HLS","Mitchel","1Fam","1Story",5,5,1954,1954,"HdBoard","HdBoard",0,"TA","CBlock","TA","TA","Unf",0,"Unf",988,988,"Ex","Y",988,0,988,0,1,0,2,1,"TA",4,"Typ",0,"Gd","Attchd",1954,"RFn",2,520,"TA","TA","N",0,0,"GdPrv",113000
60,"RL",9200,"Reg","Lvl","NoRidge","1Fam","2Story",8,5,1998,1998,"VinylSd","VinylSd",473,"Gd","PConc","Gd","TA","GLQ",986,"Unf",484,1470,"Gd","Y",1470,1160,2630,1,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1998,"Fin",3,696,"TA","TA","Y",0,66,"GdPrv",315000
20,"RL",9000,"Reg","Lvl","NAmes","1Fam","1Story",6,5,1956,1956,"Wd Sdng","Wd Sdng",74,"TA","CBlock","Gd","TA","LwQ",616,"Unf",580,1196,"Gd","Y",1196,0,1196,1,1,0,2,1,"TA",6,"Typ",1,"Gd","Attchd",1956,"RFn",1,297,"TA","TA","Y",0,44,"MnPrv",139000
60,"RM",3378,"Reg","HLS","OldTown","1Fam","2Story",7,8,1946,1992,"HdBoard","HdBoard",0,"TA","CBlock","TA","TA","Unf",0,"Unf",651,651,"Gd","Y",707,682,1389,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Detchd",1947,"Unf",1,240,"TA","TA","P",0,0,"GdPrv",135000
80,"RL",12800,"Reg","Low","SawyerW","1Fam","SLvl",7,5,1989,1989,"Wd Sdng","Wd Sdng",145,"Gd","PConc","Gd","TA","GLQ",1518,"Unf",0,1518,"Gd","Y",1644,0,1644,1,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1989,"Fin",2,569,"TA","TA","Y",80,0,"MnPrv",275000
20,"RL",8593,"IR1","Lvl","NAmes","1Fam","1Story",4,6,1957,1957,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Rec",288,"Unf",619,907,"Ex","Y",907,0,907,0,1,0,3,1,"TA",5,"Typ",0,"Gd","Detchd",1964,"Unf",1,352,"TA","TA","Y",0,0,"MnPrv",109008
20,"RL",6762,"Reg","Lvl","CollgCr","1Fam","1Story",7,5,2007,2007,"VinylSd","VinylSd",108,"Gd","PConc","Gd","TA","GLQ",664,"Unf",544,1208,"Ex","Y",1208,0,1208,1,2,0,2,1,"Gd",6,"Typ",0,"TA","Attchd",2007,"RFn",2,628,"TA","TA","Y",105,54,"GdPrv",195400
20,"RL",11457,"IR1","Lvl","Timber","1Fam","1Story",6,5,1988,1988,"HdBoard","HdBoard",0,"TA","CBlock","Gd","TA","GLQ",1005,"Unf",387,1392,"TA","Y",1412,0,1412,1,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1988,"Unf",2,576,"TA","TA","Y",0,0,"MnPrv",175000
160,"RM",1680,"Reg","Lvl","BrDale","Twnhs","2Story",6,5,1971,1971,"HdBoard","HdBoard",232,"TA","CBlock","TA","TA","ALQ",387,"Unf",96,483,"TA","Y",483,504,987,0,1,1,2,1,"TA",4,"Typ",0,"TA","Detchd",1971,"Unf",1,264,"TA","TA","Y",0,0,"GdWo",85400
50,"RM",5586,"IR1","Bnk","OldTown","1Fam","1.5Fin",6,7,1920,1998,"MetalSd","MetalSd",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",901,901,"Gd","Y",1088,110,1198,0,1,0,4,1,"TA",7,"Typ",0,"Gd","Detchd",1926,"Unf",0,0,"TA","TA","N",0,98,"MnPrv",79900
160,"RM",1920,"Reg","Lvl","BrDale","TwnhsE","2Story",5,5,1971,1971,"HdBoard","HdBoard",376,"TA","CBlock","TA","TA","ALQ",471,"Unf",294,765,"Ex","Y",765,600,1365,1,1,1,2,1,"TA",6,"Min1",0,"TA","Detchd",1971,"Unf",2,440,"TA","TA","Y",240,36,"GdPrv",122500
60,"RL",10839,"IR1","Lvl","Gilbert","1Fam","2Story",6,5,1997,1998,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","Unf",0,"Unf",926,926,"Ex","Y",926,678,1604,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1997,"Fin",2,470,"TA","TA","Y",0,36,"MnPrv",181000
180,"RM",1890,"Reg","Lvl","MeadowV","Twnhs","SFoyer",4,7,1972,1972,"CemntBd","CmentBd",0,"TA","CBlock","Gd","TA","ALQ",495,"Unf",135,630,"Gd","Y",630,0,630,1,1,0,1,1,"TA",3,"Typ",0,"TA","Attchd",1994,"Unf",0,0,"TA","TA","Y",88,0,"MnPrv",81000
60,"RL",10667,"IR2","Lvl","CollgCr","1Fam","2Story",7,6,1996,1996,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","GLQ",385,"ALQ",70,799,"Ex","Y",827,834,1661,1,2,1,3,1,"Gd",6,"Typ",1,"TA","Attchd",1996,"RFn",2,550,"TA","TA","Y",158,61,"GdPrv",212000
50,"RM",4400,"Reg","Lvl","OldTown","1Fam","1.5Fin",6,8,1920,1950,"Stucco","Stucco",0,"TA","BrkTil","Fa","TA","Unf",0,"Unf",648,648,"TA","Y",734,384,1118,0,1,0,2,1,"TA",6,"Typ",0,"TA","Detchd",1990,"Unf",2,440,"TA","TA","Y",0,0,"MnPrv",116000
45,"RM",6000,"Reg","Lvl","BrkSide","1Fam","1.5Unf",6,7,1926,2004,"Wd Sdng","Wd Sdng",0,"Gd","PConc","TA","TA","Unf",0,"Unf",884,884,"Gd","Y",904,0,904,0,1,0,2,1,"TA",4,"Typ",0,"Gd","Detchd",1926,"Unf",1,180,"TA","TA","Y",0,0,"MnPrv",119000
30,"RL",4280,"Reg","Lvl","Crawfor","1Fam","1Story",5,6,1913,2002,"WdShing","Stucco",0,"TA","PConc","TA","TA","LwQ",365,"Unf",75,440,"TA","N",694,0,694,0,1,0,2,1,"Gd",4,"Typ",1,"Gd","Detchd",1990,"Unf",1,352,"Gd","TA","P",0,0,"MnPrv",90350
50,"RL",12354,"Reg","Lvl","Edwards","1Fam","1.5Fin",6,8,1920,2000,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","Fa","Unf",0,"Unf",684,684,"Gd","Y",684,512,1196,0,1,0,3,1,"Gd",7,"Typ",0,"Gd","Detchd",2005,"Unf",2,528,"TA","TA","Y",0,46,"GdPrv",110000
20,"RL",15431,"Reg","Lvl","NridgHt","1Fam","1Story",10,5,2008,2008,"VinylSd","VinylSd",200,"Ex","PConc","Ex","TA","GLQ",1767,"ALQ",788,3094,"Ex","Y",2402,0,2402,1,2,0,2,1,"Ex",10,"Typ",2,"Gd","Attchd",2008,"Fin",3,672,"TA","TA","Y",0,72,"MnPrv",555000
90,"RL",12108,"Reg","Lvl","Edwards","Duplex","1Story",4,4,1955,1955,"VinylSd","VinylSd",270,"TA","CBlock","TA","TA","ALQ",133,"Unf",1307,1440,"TA","N",1440,0,1440,0,2,0,4,2,"Fa",8,"Typ",0,"Gd","Attchd",2002,"Unf",0,0,"TA","TA","Y",0,0,"MnPrv",118000
50,"RM",6240,"Reg","Lvl","BrkSide","1Fam","1.5Fin",5,7,1930,1992,"MetalSd","MetalSd",0,"TA","PConc","TA","TA","Unf",0,"Unf",1078,1078,"TA","Y",1128,445,1573,0,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1930,"Unf",2,360,"TA","TA","P",0,0,"MnPrv",162900
120,"RL",3922,"Reg","Lvl","Blmngtn","TwnhsE","1Story",7,5,2006,2007,"WdShing","Wd Shng",72,"Gd","PConc","Ex","TA","Unf",0,"Unf",1258,1258,"Ex","Y",1258,0,1258,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Fin",3,648,"TA","TA","Y",144,16,"GdPrv",172500
60,"RL",8750,"Reg","Lvl","CollgCr","1Fam","2Story",7,5,1994,1995,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","GLQ",642,"Unf",273,915,"Ex","Y",933,975,1908,1,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1994,"Unf",2,493,"TA","TA","Y",144,133,"MnPrv",210000
20,"RL",9855,"Reg","Lvl","Edwards","1Fam","1Story",6,5,1956,1956,"Wd Sdng","Wd Sdng",0,"TA","CBlock","TA","TA","Unf",0,"Unf",1436,1436,"Fa","Y",1689,0,1689,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1956,"Unf",2,480,"TA","TA","Y",0,0,"MnPrv",127500
20,"RL",16492,"IR1","Lvl","NAmes","1Fam","1Story",6,6,1966,2002,"BrkFace","Plywood",0,"Gd","CBlock","TA","TA","ALQ",247,"Rec",557,1517,"Ex","Y",1888,0,1888,0,2,1,2,1,"Gd",6,"Mod",1,"Gd","Attchd",1966,"Fin",2,578,"TA","TA","Y",0,0,"MnPrv",190000
60,"RL",11214,"IR1","Lvl","Gilbert","1Fam","2Story",7,5,1998,1999,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","Unf",0,"Unf",930,930,"Gd","Y",956,930,1886,0,2,1,4,1,"Gd",10,"Typ",1,"TA","Attchd",1998,"Fin",2,431,"TA","TA","Y",89,0,"MnPrv",199900
50,"RM",8600,"Reg","Bnk","IDOTRR","1Fam","1.5Fin",6,6,1937,1950,"MetalSd","MetalSd",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",780,780,"TA","Y",780,596,1376,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1937,"Unf",1,198,"TA","TA","N",0,0,"MnPrv",119500
50,"RM",6000,"Reg","Lvl","OldTown","1Fam","1.5Fin",3,7,1948,2002,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","ALQ",331,"Unf",318,649,"Ex","Y",679,504,1183,0,1,1,2,1,"TA",6,"Typ",0,"Fa","Detchd",1981,"Unf",1,308,"TA","TA","Y",0,176,"GdWo",120000
30,"RM",5684,"Reg","Lvl","OldTown","1Fam","1Story",6,8,1930,2005,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",813,813,"Ex","Y",813,0,813,0,1,0,2,1,"Gd",5,"Typ",0,"Gd","Detchd",1932,"Unf",1,270,"Fa","Fa","N",0,113,"GdWo",110000
20,"RL",70761,"IR1","Low","ClearCr","1Fam","1Story",7,5,1975,1975,"Plywood","Plywood",0,"TA","CBlock","Gd","TA","ALQ",655,"Unf",878,1533,"TA","Y",1533,0,1533,1,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1975,"Unf",2,576,"TA","TA","Y",200,54,"GdWo",280000
60,"RL",9303,"IR1","Lvl","Timber","1Fam","2Story",6,5,1996,1997,"VinylSd","VinylSd",42,"Gd","PConc","Ex","TA","ALQ",742,"Unf",130,872,"Ex","Y",888,868,1756,1,2,1,3,1,"TA",7,"Typ",0,"Gd","Attchd",1996,"Fin",2,422,"TA","TA","Y",144,122,"MnPrv",204000
60,"FV",9000,"Reg","Lvl","Somerst","1Fam","2Story",8,5,2008,2008,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","Unf",0,"Unf",768,768,"Ex","Y",786,804,1590,0,2,1,3,1,"Gd",6,"Typ",0,"Gd","Attchd",2008,"RFn",2,676,"TA","TA","Y",0,30,"MnPrv",210000
90,"RL",9297,"Reg","Lvl","Mitchel","Duplex","1Story",5,5,1976,1976,"Plywood","Plywood",0,"TA","CBlock","TA","TA","ALQ",1606,"Unf",122,1728,"TA","Y",1728,0,1728,2,2,0,4,2,"TA",8,"Typ",0,"TA","Detchd",1976,"Unf",2,560,"TA","TA","Y",0,0,"MnPrv",188000
20,"RL",9600,"Reg","Lvl","NWAmes","1Fam","1Story",7,6,1973,1973,"HdBoard","HdBoard",320,"TA","CBlock","TA","TA","ALQ",916,"Unf",326,1242,"Fa","Y",1242,0,1242,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1973,"Unf",2,528,"TA","TA","Y",0,0,"MnPrv",175500
70,"RM",4571,"Reg","Lvl","OldTown","1Fam","2Story",5,5,1916,1950,"AsbShng","AsbShng",0,"TA","BrkTil","TA","TA","Unf",0,"Unf",624,624,"Fa","N",624,720,1344,0,1,0,4,1,"TA",7,"Typ",0,"Gd","Detchd",1916,"Unf",3,513,"Fa","Fa","Y",0,0,"MnPrv",98000
20,"RL",53227,"IR1","Low","ClearCr","1Fam","1Story",4,6,1954,1994,"Plywood","Plywood",0,"TA","CBlock","Gd","TA","BLQ",1116,"Unf",248,1364,"Ex","Y",1663,0,1663,1,1,0,2,1,"Gd",6,"Min1",2,"Gd","Attchd",1954,"Fin",2,529,"TA","TA","Y",224,137,"MnPrv",256000
70,"RM",5100,"Reg","Lvl","OldTown","1Fam","2Story",8,7,1925,1996,"Stucco","Wd Shng",0,"TA","PConc","TA","TA","Unf",0,"Unf",588,588,"Fa","Y",833,833,1666,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1925,"Unf",1,228,"TA","TA","Y",192,63,"MnPrv",161000
50,"RL",7015,"IR1","Bnk","BrkSide","1Fam","1.5Fin",5,4,1950,1950,"MetalSd","MetalSd",161,"TA","CBlock","TA","TA","LwQ",185,"Unf",524,709,"TA","Y",979,224,1203,1,1,0,3,1,"Gd",5,"Typ",1,"TA","Detchd",1950,"Unf",1,352,"TA","TA","Y",0,0,"MnPrv",110000
60,"FV",8004,"IR1","Lvl","Somerst","1Fam","2Story",8,5,2009,2009,"VinylSd","VinylSd",110,"Gd","PConc","Gd","TA","GLQ",544,"Unf",288,832,"Ex","Y",832,1103,1935,1,2,1,3,1,"TA",8,"Typ",0,"Gd","BuiltIn",2009,"Fin",2,552,"TA","TA","Y",0,150,"GdPrv",263435
70,"RL",7200,"Reg","Lvl","SWISU","1Fam","2Story",7,9,1936,2007,"Wd Sdng","Wd Sdng",0,"Gd","PConc","Gd","Gd","ALQ",350,"BLQ",0,560,"Ex","Y",575,560,1135,1,1,0,3,1,"Gd",6,"Typ",0,"TA","Detchd",1971,"RFn",2,576,"TA","TA","Y",256,0,"MnPrv",155000
20,"RL",8281,"IR1","Lvl","Sawyer","1Fam","1Story",5,5,1965,1965,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Rec",553,"BLQ",0,864,"Gd","Y",864,0,864,0,1,0,3,1,"TA",5,"Typ",1,"Po","Detchd",1965,"Unf",1,360,"TA","TA","Y",0,0,"GdWo",62383
70,"RL",11988,"IR1","HLS","Crawfor","1Fam","2Story",6,7,1934,1995,"Stucco","Stucco",0,"TA","CBlock","TA","TA","LwQ",326,"Unf",389,715,"Fa","Y",849,811,1660,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,240,"TA","TA","Y",0,0,"MnPrv",188700
20,"RL",8430,"Reg","HLS","CollgCr","1Fam","1Story",5,5,1978,1978,"HdBoard","HdBoard",136,"TA","CBlock","Gd","TA","Rec",616,"Unf",424,1040,"TA","Y",1040,0,1040,0,2,0,3,1,"TA",5,"Typ",0,"TA","Detchd",1951,"Unf",0,0,"TA","TA","Y",0,0,"GdPrv",124000
120,"RM",3072,"Reg","Lvl","Blmngtn","TwnhsE","1Story",7,5,2004,2004,"VinylSd","VinylSd",18,"Gd","PConc","Gd","TA","Unf",0,"Unf",1375,1375,"Ex","Y",1414,0,1414,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2004,"Fin",2,398,"TA","TA","Y",144,20,"MnPrv",178740
20,"RL",10628,"Reg","Lvl","NAmes","1Fam","1Story",7,5,1970,1970,"Plywood","Plywood",0,"TA","CBlock","TA","Gd","GLQ",778,"Unf",499,1277,"TA","Y",1277,0,1277,1,1,0,2,1,"TA",5,"Typ",1,"Po","Attchd",1970,"Unf",2,526,"TA","TA","Y",0,0,"GdWo",167000
70,"RL",9480,"Reg","Lvl","NAmes","1Fam","2Story",5,7,1942,1995,"MetalSd","MetalSd",224,"TA","CBlock","TA","TA","LwQ",386,"Unf",342,728,"Ex","Y",888,756,1644,0,1,1,3,1,"Gd",7,"Typ",2,"Gd","Attchd",1942,"Unf",1,312,"TA","TA","Y",168,0,"MnPrv",146500
20,"RL",11428,"IR1","Lvl","NridgHt","1Fam","1Story",8,5,2006,2006,"VinylSd","VinylSd",248,"Gd","PConc","Gd","TA","Unf",0,"Unf",1626,1626,"Ex","Y",1634,0,1634,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,866,"TA","TA","Y",0,44,"MnPrv",250000
